19;20;2,025
12;13;1,868
30;31;1,37
9;10;1,28
8;9;1,268
21;22;1,175
23;24;1,144
24;25;1,138
5;6;1,082
28;29;1,067
17;18;0,93
15;16;0,924
13;14;0,895
14;15;0,791
7;8;0,749
18;33;0,707
25;29;0,707
6;7;0,646
20;21;0,63
32;33;0,63
29;30;0,57
2;3;0,553
3;23;0,546
31;32;0,477
4;5;0,428
3;4;0,411
11;12;0,394
26;27;0,319
6;26;0,228
2;19;0,227
10;11;0,207
1;2;0,103
